City,Country,Date,Description,Avg. Cloud,Avg. Daytemp,Avg. Speed
Stawell,AU,29/5/2015,light rain,24,12.28,4.52
Stawell,AU,30/5/2015,light rain,92,9.79,3.83
Stawell,AU,31/5/2015,light rain,85,8.07,7.99
Sunbury,AU,27/5/2015,light rain,24,12.55,3.86
Sunbury,AU,28/5/2015,moderate rain,0,15.84,4.9
Sunbury,AU,29/5/2015,scattered clouds,36,12.63,3.37
Sunbury,AU,30/5/2015,light rain,61,11.49,6.57
Sunbury,AU,31/5/2015,heavy intensity rain,72,9.47,8.38
Swan Hill,AU,27/5/2015,few clouds,12,8.79,2.21
Swan Hill,AU,28/5/2015,light rain,12,18.48,4.75
Swan Hill,AU,29/5/2015,light rain,36,14.28,2.87
Swan Hill,AU,30/5/2015,light rain,98,9.49,1.63
Swan Hill,AU,31/5/2015,light rain,54,10.02,7.42
Sydney,AU,28/5/2015,few clouds,20,17.01,2.47
Sydney,AU,29/5/2015,light rain,88,17.08,4.87
Sydney,AU,30/5/2015,light rain,64,13.89,1.83
Sydney,AU,31/5/2015,light rain,73,16.67,4.16
Sydney,AU,1/6/2015,sky is clear,0,12.48,7.53
Tamworth,AU,28/5/2015,light rain,8,11.04,1.72
Tamworth,AU,29/5/2015,light rain,92,12.33,2.82
Tamworth,AU,30/5/2015,light rain,81,11.49,1.67
Tamworth,AU,31/5/2015,moderate rain,98,14.02,5.39
Tamworth,AU,1/6/2015,light rain,9,5.23,2.96
Taree,AU,28/5/2015,sky is clear,0,14.51,1.27
Taree,AU,29/5/2015,light rain,80,14.83,2.37
Taree,AU,30/5/2015,light rain,73,13.74,1.19
Taree,AU,31/5/2015,moderate rain,99,16.02,2.71
Taree,AU,1/6/2015,sky is clear,0,10.18,4.02
Toowoomba,AU,28/5/2015,sky is clear,0,14.59,2.22
Toowoomba,AU,29/5/2015,broken clouds,68,15.98,1.97
Toowoomba,AU,30/5/2015,light rain,79,15.49,1.4
Toowoomba,AU,31/5/2015,moderate rain,77,18.67,4.17
Toowoomba,AU,1/6/2015,sky is clear,0,11.13,5.98
Torquay,AU,28/5/2015,broken clouds,56,22.31,2.67
Torquay,AU,29/5/2015,few clouds,24,22.23,1.67
Torquay,AU,30/5/2015,moderate rain,44,22.39,1.54
Torquay,AU,31/5/2015,moderate rain,66,22.82,2.78
Torquay,AU,1/6/2015,moderate rain,44,20.78,4.37
Townsville,AU,27/5/2015,light rain,92,22.89,8.36
Townsville,AU,28/5/2015,light rain,8,25.67,9
Townsville,AU,29/5/2015,light rain,92,25.23,7.07
Townsville,AU,30/5/2015,light rain,5,23.79,3.29
Townsville,AU,31/5/2015,moderate rain,46,24.72,5.07
Traralgon,AU,27/5/2015,sky is clear,0,11.1,3.01
Traralgon,AU,28/5/2015,sky is clear,0,16.24,3.85
Traralgon,AU,29/5/2015,sky is clear,0,13.73,3.62
Traralgon,AU,30/5/2015,light rain,38,10.04,2.33
Traralgon,AU,31/5/2015,moderate rain,62,10.42,5.51
Tumut,AU,27/5/2015,light rain,92,9.24,1.16
Tumut,AU,28/5/2015,light rain,80,12.73,1.75
Tumut,AU,29/5/2015,moderate rain,92,12.18,4.67
Tumut,AU,30/5/2015,light rain,86,8.74,1.43
Tumut,AU,31/5/2015,sky is clear,51,8.47,5.46
Ulladulla,AU,28/5/2015,light rain,24,12.56,1.52
Ulladulla,AU,29/5/2015,light rain,80,13.58,3.87
Ulladulla,AU,30/5/2015,light rain,61,8.99,1.39
Ulladulla,AU,31/5/2015,light rain,30,11.12,4.93
Ulladulla,AU,1/6/2015,light rain,4,8.83,5.53
Ulverstone,AU,27/5/2015,light rain,68,13.39,7.61
Ulverstone,AU,28/5/2015,heavy intensity rain,92,13.13,12.2
Ulverstone,AU,29/5/2015,scattered clouds,44,13.18,11.87
Ulverstone,AU,30/5/2015,heavy intensity rain,40,11.89,8.24
Ulverstone,AU,31/5/2015,moderate rain,77,8.77,6.63
Victor Harbor,AU,27/5/2015,scattered clouds,36,15.44,8.61
Victor Harbor,AU,28/5/2015,light rain,68,15.94,10.25
Victor Harbor,AU,29/5/2015,broken clouds,80,15.48,6.02
Victor Harbor,AU,30/5/2015,moderate rain,71,13.89,8.47
Victor Harbor,AU,31/5/2015,moderate rain,83,13.32,10.83
Victoria Point,AU,28/5/2015,sky is clear,0,17.01,1.32
Victoria Point,AU,29/5/2015,light rain,36,17.73,1.12
Victoria Point,AU,30/5/2015,light rain,60,17.49,1.44
Victoria Point,AU,31/5/2015,light rain,73,19.62,1.79
Victoria Point,AU,1/6/2015,sky is clear,0,16.23,2.84
Wagga Wagga,AU,27/5/2015,light rain,88,10.09,1.76
Wagga Wagga,AU,28/5/2015,light rain,12,14.93,2.95
Wagga Wagga,AU,29/5/2015,light rain,80,12.88,4.07
Wagga Wagga,AU,30/5/2015,light rain,94,10.19,2.23
Wagga Wagga,AU,31/5/2015,light rain,77,9.22,7.03
Wangaratta,AU,27/5/2015,light rain,76,9.75,3.01
Wangaratta,AU,28/5/2015,light rain,68,15.09,4.7
Wangaratta,AU,29/5/2015,sky is clear,8,13.83,4.77
Wangaratta,AU,30/5/2015,light rain,94,9.89,2.97
Wangaratta,AU,31/5/2015,moderate rain,73,8.87,6.07
Warragul,AU,27/5/2015,light rain,44,11.39,2.86
Warragul,AU,28/5/2015,moderate rain,0,14.16,3.9
Warragul,AU,29/5/2015,broken clouds,76,10.63,2.67
Warragul,AU,30/5/2015,light rain,86,10.29,2.95
Warragul,AU,31/5/2015,heavy intensity rain,50,7.27,4.44
Warrnambool,AU,27/5/2015,light rain,36,11.79,8.51
Warrnambool,AU,28/5/2015,moderate rain,44,14.19,10.15
Warrnambool,AU,29/5/2015,scattered clouds,36,12.43,5.57
Warrnambool,AU,30/5/2015,moderate rain,81,11.74,7.96
Warrnambool,AU,31/5/2015,moderate rain,57,8.92,9.6
Warwick,AU,28/5/2015,sky is clear,0,14.59,2.22
Warwick,AU,29/5/2015,broken clouds,68,15.98,1.97
Warwick,AU,30/5/2015,light rain,79,15.49,1.4
Warwick,AU,31/5/2015,moderate rain,77,18.67,4.17
Warwick,AU,1/6/2015,sky is clear,0,11.13,5.98
Wellington,AU,27/5/2015,light rain,92,10.14,1.41
Wellington,AU,28/5/2015,moderate rain,92,13.64,3.55
Wellington,AU,29/5/2015,moderate rain,92,12.18,3.47
Wellington,AU,30/5/2015,moderate rain,83,9.74,1.65
Wellington,AU,31/5/2015,moderate rain,99,11.02,5.07
Whyalla,AU,27/5/2015,light rain,0,12.04,4.46
Whyalla,AU,28/5/2015,light rain,92,14.69,3.4
Whyalla,AU,29/5/2015,light rain,92,13.78,1.97
Whyalla,AU,30/5/2015,light rain,91,11.64,1.55
Whyalla,AU,31/5/2015,light rain,51,11.47,4.86
Wodonga,AU,27/5/2015,light rain,92,11.19,2.11
Wodonga,AU,28/5/2015,heavy intensity rain,92,12.31,3.45
Wodonga,AU,29/5/2015,light rain,88,11.63,3.42
Wodonga,AU,30/5/2015,light rain,89,8.39,1.55
Wodonga,AU,31/5/2015,moderate rain,90,7.67,4.61
Wollongong,AU,28/5/2015,few clouds,20,17.01,2.47
Wollongong,AU,29/5/2015,light rain,88,17.08,4.87
Wollongong,AU,30/5/2015,light rain,64,13.89,1.83
Wollongong,AU,31/5/2015,light rain,73,16.67,4.16
Wollongong,AU,1/6/2015,sky is clear,0,12.48,7.53
Yeppoon,AU,28/5/2015,few clouds,24,23.9,7.97
Yeppoon,AU,29/5/2015,sky is clear,0,24.03,5.87
Yeppoon,AU,30/5/2015,moderate rain,63,22.74,3.08
Yeppoon,AU,31/5/2015,heavy intensity rain,64,22.87,1.66
Yeppoon,AU,1/6/2015,light rain,46,22.33,5.12
Young,AU,27/5/2015,light rain,92,10.29,1.61
Young,AU,28/5/2015,light rain,76,13.69,2.4
Young,AU,29/5/2015,moderate rain,92,12.63,4.07
Young,AU,30/5/2015,light rain,87,9.64,2.47
Young,AU,31/5/2015,moderate rain,77,9.92,5.55
